Sub-Saharan Africa,Cape Verde,Office Supplies,Online,H,9/27/2014,520865094,10/19/2014,4411,651.21,524.96,2872487.31,2315598.56,556888.75
Europe,Germany,Household,Offline,M,7/4/2016,559736526,8/2/2016,7331,668.27,502.54,4899087.37,3684120.74,1214966.63
Sub-Saharan Africa,South Sudan,Snacks,Online,H,8/25/2016,969025743,9/3/2016,5106,152.58,97.44,779073.48,497528.64,281544.84
Middle East and North Africa,Yemen,Clothes,Online,H,4/9/2016,901906573,5/8/2016,3052,109.28,35.84,333522.56,109383.68,224138.88
Europe,Monaco,Vegetables,Online,C,7/21/2017,931865346,8/8/2017,8519,154.06,90.93,1312437.14,774632.67,537804.47
Sub-Saharan Africa,Botswana,Fruits,Offline,M,5/19/2012,802700889,7/2/2012,5886,9.33,6.92,54916.38,40731.12,14185.26
Middle East and North Africa,Egypt,Vegetables,Online,L,6/2/2016,778524529,7/9/2016,1564,154.06,90.93,240949.84,142214.52,98735.32
Europe,Sweden,Beverages,Offline,L,4/27/2012,293760097,5/13/2012,8995,47.45,31.79,426812.75,285951.05,140861.70
Asia,Uzbekistan,Beverages,Online,L,2/6/2014,203143918,2/22/2014,3655,47.45,31.79,173429.75,116192.45,57237.30
Australia and Oceania,Fiji,Office Supplies,Online,L,4/29/2010,531724822,5/4/2010,8046,651.21,524.96,5239635.66,4223828.16,1015807.50
Central America and the Caribbean,Panama,Cereal,Offline,C,5/8/2013,924864137,5/28/2013,6705,205.70,117.11,1379218.50,785222.55,593995.95
Europe,Italy,Snacks,Online,L,2/2/2010,198235690,3/5/2010,1201,152.58,97.44,183248.58,117025.44,66223.14
Middle East and North Africa,Morocco,Vegetables,Online,C,3/29/2011,387825810,4/22/2011,5131,154.06,90.93,790481.86,466561.83,323920.03
North America,Greenland,Vegetables,Offline,M,3/16/2017,899933326,4/9/2017,9124,154.06,90.93,1405643.44,829645.32,575998.12
Sub-Saharan Africa,Botswana,Fruits,Online,L,4/23/2014,761169564,5/11/2014,5844,9.33,6.92,54524.52,40440.48,14084.04
Europe,Croatia,Household,Offline,C,6/9/2016,868458354,7/9/2016,4981,668.27,502.54,3328652.87,2503151.74,825501.13
Asia,Kyrgyzstan,Beverages,Offline,C,11/2/2015,839036023,11/2/2015,8259,47.45,31.79,391889.55,262553.61,129335.94
Sub-Saharan Africa,Togo,Vegetables,Online,M,3/2/2017,360451400,3/8/2017,4434,154.06,90.93,683102.04,403183.62,279918.42
Sub-Saharan Africa,Cameroon,Cosmetics,Offline,L,1/3/2011,540565812,2/10/2011,4291,437.20,263.33,1876025.20,1129949.03,746076.17
Sub-Saharan Africa,Chad,Personal Care,Offline,M,7/7/2015,757553088,7/29/2015,5648,81.73,56.67,461611.04,320072.16,141538.88
Asia,Philippines,Household,Online,C,1/13/2012,909899556,1/16/2012,8354,668.27,502.54,5582727.58,4198219.16,1384508.42
Europe,Macedonia,Personal Care,Offline,C,1/25/2017,966404044,2/4/2017,9287,81.73,56.67,759026.51,526294.29,232732.22
Asia,Nepal,Beverages,Offline,C,4/24/2010,516177880,5/31/2010,7360,47.45,31.79,349232.00,233974.40,115257.60
Australia and Oceania,New Zealand,Beverages,Online,L,3/5/2014,118644893,3/20/2014,8515,47.45,31.79,404036.75,270691.85,133344.90
Sub-Saharan Africa,Cote d'Ivoire,Baby Food,Offline,L,4/8/2014,853541409,5/18/2014,726,255.28,159.42,185333.28,115738.92,69594.36
Europe,Sweden,Cosmetics,Online,C,3/15/2016,270916259,4/28/2016,8996,437.20,263.33,3933051.20,2368916.68,1564134.52
Europe,Belarus,Beverages,Offline,L,7/6/2011,941130769,7/30/2011,363,47.45,31.79,17224.35,11539.77,5684.58
Europe,Serbia,Clothes,Online,H,9/18/2011,104858767,10/3/2011,8894,109.28,35.84,971936.32,318760.96,653175.36
Europe,France,Cereal,Online,H,4/4/2014,923086583,4/21/2014,688,205.70,117.11,141521.60,80571.68,60949.92
Central America and the Caribbean,Barbados,Meat,Online,H,11/11/2013,327113044,11/25/2013,8874,421.89,364.69,3743851.86,3236259.06,507592.80
Sub-Saharan Africa,Cape Verde,Cosmetics,Offline,L,11/23/2013,268549478,11/29/2013,8613,437.20,263.33,3765603.60,2268061.29,1497542.31
Sub-Saharan Africa,Burundi,Vegetables,Online,H,12/29/2014,969319713,1/31/2015,2098,154.06,90.93,323217.88,190771.14,132446.74
Europe,Iceland,Cosmetics,Online,L,4/15/2011,471660077,5/29/2011,3553,437.20,263.33,1553371.60,935611.49,617760.11
Asia,Bangladesh,Clothes,Offline,H,11/27/2016,488119399,12/26/2016,4232,109.28,35.84,462472.96,151674.88,310798.08
Sub-Saharan Africa,Cape Verde,Baby Food,Offline,C,10/2/2016,551559007,11/14/2016,7422,255.28,159.42,1894688.16,1183215.24,711472.92
Australia and Oceania,Palau,Baby Food,Offline,L,9/24/2015,265152728,10/17/2015,3439,255.28,159.42,877907.92,548245.38,329662.54
Middle East and North Africa,Libya,Vegetables,Online,C,3/23/2012,652386891,4/20/2012,4633,154.06,90.93,713759.98,421278.69,292481.29
Middle East and North Africa,Qatar,Cereal,Offline,L,1/19/2017,107060325,3/8/2017,384,205.70,117.11,78988.80,44970.24,34018.56
Sub-Saharan Africa,Comoros,Household,Online,C,10/22/2011,243284356,11/30/2011,2102,668.27,502.54,1404703.54,1056339.08,348364.46
Sub-Saharan Africa,Djibouti,Snacks,Offline,C,3/20/2013,945482814,5/6/2013,8230,152.58,97.44,1255733.40,801931.20,453802.20
Middle East and North Africa,Turkey,Baby Food,Online,H,5/11/2016,818392026,6/7/2016,9242,255.28,159.42,2359297.76,1473359.64,885938.12
Central America and the Caribbean,Saint Lucia,Clothes,Offline,L,8/5/2013,337060821,9/1/2013,2642,109.28,35.84,288717.76,94689.28,194028.48
Middle East and North Africa,Afghanistan,Fruits,Online,H,6/27/2013,496850526,7/1/2013,7967,9.33,6.92,74332.11,55131.64,19200.47
Europe,Latvia,Cereal,Online,L,4/24/2014,563434970,5/2/2014,1783,205.70,117.11,366763.10,208807.13,157955.97
Australia and Oceania,East Timor,Cosmetics,Offline,M,5/29/2015,322800481,7/17/2015,2690,437.20,263.33,1176068.00,708357.70,467710.30
Sub-Saharan Africa,Angola,Beverages,Offline,M,5/22/2013,531245887,6/15/2013,6318,47.45,31.79,299789.10,200849.22,98939.88
Europe,Liechtenstein,Cosmetics,Online,C,7/6/2013,665382516,8/22/2013,328,437.20,263.33,143401.60,86372.24,57029.36
Europe,Greece,Baby Food,Online,C,9/26/2010,272134196,10/14/2010,9411,255.28,159.42,2402440.08,1500301.62,902138.46
Central America and the Caribbean,Jamaica,Fruits,Offline,L,3/25/2016,318737256,3/25/2016,292,9.33,6.92,2724.36,2020.64,703.72
Sub-Saharan Africa,Burkina Faso,Snacks,Online,L,9/24/2015,942740523,11/11/2015,6725,152.58,97.44,1026100.50,655284.00,370816.50
Sub-Saharan Africa,Tanzania,Office Supplies,Online,H,3/4/2011,102005326,3/28/2011,4498,651.21,524.96,2929142.58,2361270.08,567872.50
Asia,Indonesia,Clothes,Offline,C,12/3/2016,324705493,1/5/2017,6426,109.28,35.84,702233.28,230307.84,471925.44
Sub-Saharan Africa,The Gambia,Vegetables,Online,C,7/20/2010,159327352,8/31/2010,7359,154.06,90.93,1133727.54,669153.87,464573.67
Asia,Singapore,Clothes,Online,L,5/2/2012,924669730,5/7/2012,9176,109.28,35.84,1002753.28,328867.84,673885.44
Asia,Cambodia,Office Supplies,Online,C,5/1/2013,859843957,6/13/2013,5789,651.21,524.96,3769854.69,3038993.44,730861.25
Sub-Saharan Africa,Mauritius ,Household,Offline,L,1/7/2017,974273860,1/17/2017,8141,668.27,502.54,5440386.07,4091178.14,1349207.93
Sub-Saharan Africa,Djibouti,Clothes,Offline,M,10/18/2012,997695767,11/16/2012,9203,109.28,35.84,1005703.84,329835.52,675868.32
Europe,Georgia,Beverages,Offline,H,1/24/2010,730158507,1/29/2010,8983,47.45,31.79,426243.35,285569.57,140673.78
Middle East and North Africa,Israel,Fruits,Offline,M,9/15/2011,492023408,9/27/2011,9515,9.33,6.92,88774.95,65843.80,22931.15
Asia,Thailand,Snacks,Online,H,4/25/2010,673964297,5/4/2010,9867,152.58,97.44,1505506.86,961440.48,544066.38
Australia and Oceania,Federated States of Micronesia,Personal Care,Offline,C,9/11/2014,386967504,9/30/2014,1138,81.73,56.67,93008.74,64490.46,28518.28
Sub-Saharan Africa,Mauritius ,Meat,Offline,L,10/14/2015,612331855,10/18/2015,1458,421.89,364.69,615115.62,531718.02,83397.60
Sub-Saharan Africa,Mali,Cosmetics,Offline,M,2/27/2013,151668679,4/7/2013,987,437.20,263.33,431516.40,259906.71,171609.69
Europe,Germany,Personal Care,Offline,H,3/30/2011,576901805,5/6/2011,6919,81.73,56.67,565489.87,392099.73,173390.14
Sub-Saharan Africa,Mauritius ,Cosmetics,Online,M,7/12/2015,380267560,8/3/2015,8476,437.20,263.33,3705707.20,2231985.08,1473722.12
Sub-Saharan Africa,Zimbabwe,Household,Online,C,8/20/2013,824314773,8/31/2013,1914,668.27,502.54,1279068.78,961861.56,317207.22
Europe,Armenia,Office Supplies,Offline,C,12/23/2016,991904771,1/24/2017,5519,651.21,524.96,3594027.99,2897254.24,696773.75
Australia and Oceania,Australia,Baby Food,Online,H,7/10/2011,936211383,8/29/2011,4608,255.28,159.42,1176330.24,734607.36,441722.88
Sub-Saharan Africa,Ethiopia,Household,Online,H,8/2/2014,330720937,9/16/2014,6529,668.27,502.54,4363134.83,3281083.66,1082051.17
Asia,North Korea,Household,Online,C,6/26/2010,719232261,7/30/2010,5664,668.27,502.54,3785081.28,2846386.56,938694.72
Asia,Cambodia,Fruits,Online,M,11/20/2014,565856683,1/8/2015,8422,9.33,6.92,78577.26,58280.24,20297.02
Middle East and North Africa,Pakistan,Office Supplies,Online,C,6/10/2010,205018031,6/18/2010,8246,651.21,524.96,5369877.66,4328820.16,1041057.50
Asia,Vietnam,Vegetables,Online,H,3/1/2011,491452634,4/15/2011,610,154.06,90.93,93976.60,55467.30,38509.30
Central America and the Caribbean,Jamaica,Snacks,Offline,L,3/11/2013,550209319,4/9/2013,8019,152.58,97.44,1223539.02,781371.36,442167.66
Europe,Malta,Clothes,Offline,M,9/27/2013,926649415,11/13/2013,5009,109.28,35.84,547383.52,179522.56,367860.96
Sub-Saharan Africa,Botswana,Cereal,Offline,M,11/12/2014,436446750,11/30/2014,3147,205.70,117.11,647337.90,368545.17,278792.73
Europe,Lithuania,Vegetables,Online,M,2/13/2012,215587651,3/14/2012,6032,154.06,90.93,929289.92,548489.76,380800.16
Asia,Kazakhstan,Fruits,Online,H,6/23/2013,570370948,6/28/2013,4293,9.33,6.92,40053.69,29707.56,10346.13
Sub-Saharan Africa,Togo,Vegetables,Offline,H,10/31/2012,527407968,12/3/2012,593,154.06,90.93,91357.58,53921.49,37436.09
Sub-Saharan Africa,Botswana,Cereal,Offline,C,7/5/2016,983622539,8/12/2016,4622,205.70,117.11,950745.40,541282.42,409462.98
Australia and Oceania,Nauru,Beverages,Offline,L,9/29/2016,656250989,10/7/2016,8106,47.45,31.79,384629.70,257689.74,126939.96
Sub-Saharan Africa,Cote d'Ivoire,Cosmetics,Offline,L,8/17/2010,132842147,9/7/2010,9798,437.20,263.33,4283685.60,2580107.34,1703578.26
Sub-Saharan Africa,Seychelles ,Baby Food,Online,C,6/16/2011,521257340,7/3/2011,485,255.28,159.42,123810.80,77318.70,46492.10
Central America and the Caribbean,Nicaragua,Clothes,Online,H,9/1/2014,299670398,9/26/2014,7985,109.28,35.84,872600.80,286182.40,586418.40
Middle East and North Africa,Iraq,Fruits,Offline,M,10/3/2016,266567647,11/9/2016,2145,9.33,6.92,20012.85,14843.40,5169.45
Asia,Kyrgyzstan,Snacks,Offline,H,7/4/2011,390747916,8/6/2011,9847,152.58,97.44,1502455.26,959491.68,542963.58
Sub-Saharan Africa,Comoros,Cosmetics,Online,H,6/20/2016,261322534,6/25/2016,10000,437.20,263.33,4372000.00,2633300.00,1738700.00
Australia and Oceania,Federated States of Micronesia,Fruits,Online,L,3/13/2016,437715327,4/20/2016,8547,9.33,6.92,79743.51,59145.24,20598.27
Europe,Spain,Household,Offline,M,6/13/2011,199662625,7/8/2011,3463,668.27,502.54,2314219.01,1740296.02,573922.99
Europe,Romania,Office Supplies,Offline,L,5/28/2015,697213256,7/16/2015,9751,651.21,524.96,6349948.71,5118884.96,1231063.75
Sub-Saharan Africa,Sao Tome and Principe,Beverages,Offline,M,1/7/2012,900728547,1/14/2012,4448,47.45,31.79,211057.60,141401.92,69655.68
Asia,Japan,Clothes,Offline,C,10/26/2012,750882327,11/30/2012,1622,109.28,35.84,177252.16,58132.48,119119.68
Europe,Bulgaria,Vegetables,Online,C,4/2/2015,708660924,5/1/2015,7370,154.06,90.93,1135422.20,670154.10,465268.10
Europe,Finland,Cosmetics,Offline,C,1/14/2014,405363166,2/10/2014,4824,437.20,263.33,2109052.80,1270303.92,838748.88
Sub-Saharan Africa,Cameroon,Meat,Offline,M,7/16/2012,892600381,8/14/2012,9143,421.89,364.69,3857340.27,3334360.67,522979.60
Europe,Bosnia and Herzegovina,Personal Care,Online,H,5/25/2011,592296397,6/16/2011,2521,81.73,56.67,206041.33,142865.07,63176.26
Asia,India,Office Supplies,Online,L,4/24/2012,246687543,5/1/2012,9181,651.21,524.96,5978759.01,4819657.76,1159101.25
Asia,Philippines,Vegetables,Offline,M,4/9/2014,668322646,5/5/2014,377,154.06,90.93,58080.62,34280.61,23800.01
Central America and the Caribbean,Panama,Cosmetics,Online,M,4/27/2017,490063035,5/26/2017,9397,437.20,263.33,4108368.40,2474512.01,1633856.39
Middle East and North Africa,Afghanistan,Beverages,Online,M,3/20/2011,215082538,3/28/2011,6557,47.45,31.79,311129.65,208447.03,102682.62
Asia,South Korea,Fruits,Offline,C,1/24/2017,866867482,2/11/2017,4207,9.33,6.92,39251.31,29112.44,10138.87
Asia,Uzbekistan,Cosmetics,Offline,C,5/24/2015,839216697,5/26/2015,1725,437.20,263.33,754170.00,454244.25,299925.75
Asia,Myanmar,Cereal,Offline,H,7/5/2010,846241509,7/20/2010,523,205.70,117.11,107581.10,61248.53,46332.57
Australia and Oceania,Tonga,Beverages,Offline,L,7/28/2011,772365748,7/29/2011,9043,47.45,31.79,429090.35,287476.97,141613.38
Sub-Saharan Africa,Madagascar,Beverages,Online,M,8/28/2013,122325742,9/16/2013,7760,47.45,31.79,368212.00,246690.40,121521.60
Sub-Saharan Africa,South Africa,Clothes,Offline,M,9/11/2016,271170318,9/25/2016,4178,109.28,35.84,456571.84,149739.52,306832.32
Europe,Romania,Personal Care,Online,H,2/10/2014,414260804,3/27/2014,7833,81.73,56.67,640191.09,443896.11,196294.98
Middle East and North Africa,Oman,Snacks,Offline,H,10/1/2011,717271029,10/10/2011,5292,152.58,97.44,807453.36,515652.48,291800.88
Central America and the Caribbean,Trinidad and Tobago,Clothes,Online,M,7/9/2016,966187322,7/27/2016,5154,109.28,35.84,563229.12,184719.36,378509.76
Sub-Saharan Africa,Central African Republic,Vegetables,Online,C,6/20/2017,117308509,7/9/2017,3049,154.06,90.93,469728.94,277245.57,192483.37
Middle East and North Africa,Bahrain,Clothes,Offline,C,4/10/2012,347245919,5/7/2012,6639,109.28,35.84,725509.92,237941.76,487568.16
Middle East and North Africa,Tunisia ,Baby Food,Online,L,1/16/2011,302923381,2/25/2011,615,255.28,159.42,156997.20,98043.30,58953.90
Asia,Kazakhstan,Snacks,Offline,H,5/17/2017,951577222,6/8/2017,1701,152.58,97.44,259538.58,165745.44,93793.14
Asia,Indonesia,Fruits,Offline,L,12/31/2016,630756270,1/26/2017,3652,9.33,6.92,34073.16,25271.84,8801.32
Central America and the Caribbean,El Salvador,Beverages,Offline,C,11/10/2011,898321855,11/27/2011,2254,47.45,31.79,106952.30,71654.66,35297.64
Europe,Slovakia,Meat,Offline,M,4/25/2016,682447803,6/14/2016,325,421.89,364.69,137114.25,118524.25,18590.00
Europe,Hungary,Meat,Offline,H,7/6/2015,331620442,8/15/2015,2713,421.89,364.69,1144587.57,989403.97,155183.60
Europe,Armenia,Household,Offline,L,7/31/2014,264638602,9/11/2014,1298,668.27,502.54,867414.46,652296.92,215117.54
Middle East and North Africa,Bahrain,Cosmetics,Online,L,2/25/2012,520613610,3/22/2012,9991,437.20,263.33,4368065.20,2630930.03,1737135.17
Europe,Finland,Personal Care,Offline,M,9/16/2011,308969295,11/3/2011,9735,81.73,56.67,795641.55,551682.45,243959.10
Asia,Indonesia,Baby Food,Online,C,3/20/2010,259441983,4/17/2010,3503,255.28,159.42,894245.84,558448.26,335797.58
Sub-Saharan Africa,Rwanda,Clothes,Online,L,1/27/2017,172080504,2/21/2017,1300,109.28,35.84,142064.00,46592.00,95472.00
Europe,Albania,Snacks,Online,L,6/13/2012,367246186,6/22/2012,5162,152.58,97.44,787617.96,502985.28,284632.68
Middle East and North Africa,Morocco,Office Supplies,Online,M,8/28/2011,335612857,10/9/2011,4157,651.21,524.96,2707079.97,2182258.72,524821.25
Europe,Montenegro,Office Supplies,Online,H,12/5/2015,988166844,1/20/2016,9383,651.21,524.96,6110303.43,4925699.68,1184603.75
Asia,Thailand,Clothes,Offline,H,3/12/2016,606206977,4/13/2016,8971,109.28,35.84,980350.88,321520.64,658830.24
Europe,Estonia,Cereal,Online,C,1/15/2012,691344583,2/10/2012,3080,205.70,117.11,633556.00,360698.80,272857.20
Europe,Switzerland,Vegetables,Offline,L,6/15/2015,115503489,7/25/2015,8904,154.06,90.93,1371750.24,809640.72,562109.52
Asia,Bangladesh,Cereal,Online,H,10/15/2016,970920026,10/15/2016,5666,205.70,117.11,1165496.20,663545.26,501950.94
North America,Mexico,Snacks,Offline,L,3/28/2011,920143020,4/19/2011,9622,152.58,97.44,1468124.76,937567.68,530557.08
Sub-Saharan Africa,Ethiopia,Cosmetics,Online,H,3/18/2010,846033799,4/20/2010,9057,437.20,263.33,3959720.40,2384979.81,1574740.59
Central America and the Caribbean,Saint Lucia,Meat,Offline,M,10/25/2014,801766192,12/13/2014,9288,421.89,364.69,3918514.32,3387240.72,531273.60
Asia,Thailand,Cosmetics,Offline,L,2/3/2012,460826528,3/24/2012,7665,437.20,263.33,3351138.00,2018424.45,1332713.55
Europe,Slovenia,Vegetables,Online,L,8/20/2016,467013633,8/22/2016,8567,154.06,90.93,1319832.02,778997.31,540834.71
Australia and Oceania,East Timor,Vegetables,Online,M,10/28/2013,184438836,12/6/2013,8405,154.06,90.93,1294874.30,764266.65,530607.65
Asia,Brunei,Cosmetics,Online,M,8/9/2016,847525966,9/5/2016,622,437.20,263.33,271938.40,163791.26,108147.14
Middle East and North Africa,Morocco,Snacks,Online,C,4/8/2016,611011350,4/9/2016,691,152.58,97.44,105432.78,67331.04,38101.74
Europe,Ireland,Office Supplies,Offline,C,7/13/2016,399943816,8/13/2016,1118,651.21,524.96,728052.78,586905.28,141147.50
Europe,Albania,Household,Online,H,8/8/2014,759684693,8/8/2014,6437,668.27,502.54,4301653.99,3234849.98,1066804.01
Asia,India,Meat,Offline,L,7/16/2012,505907809,8/18/2012,8218,421.89,364.69,3467092.02,2997022.42,470069.60
Sub-Saharan Africa,Benin,Office Supplies,Online,C,6/20/2013,774599492,7/3/2013,58,651.21,524.96,37770.18,30447.68,7322.50
Central America and the Caribbean,Jamaica,Vegetables,Offline,M,3/21/2010,972058570,4/5/2010,2587,154.06,90.93,398553.22,235235.91,163317.31
Middle East and North Africa,Kuwait,Meat,Online,C,11/1/2011,124896371,11/28/2011,8466,421.89,364.69,3571720.74,3087465.54,484255.20
Asia,Nepal,Household,Offline,M,1/20/2017,930036723,2/12/2017,7389,668.27,502.54,4937847.03,3713268.06,1224578.97
Sub-Saharan Africa,Uganda,Cereal,Online,C,7/21/2010,304715955,9/2/2010,1077,205.70,117.11,221538.90,126127.47,95411.43
Central America and the Caribbean,Haiti,Cosmetics,Offline,M,2/18/2012,636482894,3/2/2012,8287,437.20,263.33,3623076.40,2182215.71,1440860.69
Asia,Nepal,Cereal,Online,H,5/18/2012,333198869,6/12/2012,9805,205.70,117.11,2016888.50,1148263.55,868624.95
Central America and the Caribbean,Haiti,Baby Food,Online,M,4/18/2014,573037707,4/24/2014,3447,255.28,159.42,879950.16,549520.74,330429.42
Europe,Cyprus,Cereal,Online,M,5/19/2014,354485738,7/7/2014,9062,205.70,117.11,1864053.40,1061250.82,802802.58
Sub-Saharan Africa,Guinea,Fruits,Online,C,12/27/2013,546341788,1/30/2014,3531,9.33,6.92,32944.23,24434.52,8509.71
Europe,Italy,Meat,Online,L,7/12/2015,737717187,7/15/2015,5764,421.89,364.69,2431773.96,2102073.16,329700.80
Asia,Bangladesh,Household,Offline,C,2/14/2011,588035762,3/26/2011,1704,668.27,502.54,1138732.08,856328.16,282403.92
Europe,Denmark,Personal Care,Online,L,9/3/2016,277033841,10/12/2016,9325,81.73,56.67,762132.25,528447.75,233684.50
Europe,Slovakia,Snacks,Online,L,1/28/2015,954760253,3/2/2015,3631,152.58,97.44,554017.98,353804.64,200213.34
Europe,Romania,Cereal,Online,M,12/31/2012,691576325,1/19/2013,1658,205.70,117.11,341050.60,194168.38,146882.22
Central America and the Caribbean,Trinidad and Tobago,Beverages,Online,C,5/26/2014,328155887,6/27/2014,7474,47.45,31.79,354641.30,237598.46,117042.84
Europe,Estonia,Clothes,Online,C,9/20/2016,325485265,10/9/2016,7178,109.28,35.84,784411.84,257259.52,527152.32
Middle East and North Africa,Iraq,Cereal,Online,C,9/8/2014,314863288,9/27/2014,3899,205.70,117.11,802024.30,456611.89,345412.41
Sub-Saharan Africa,Ethiopia,Baby Food,Online,L,8/28/2011,447901284,9/27/2011,2798,255.28,159.42,714273.44,446057.16,268216.28
Australia and Oceania,Tonga,Baby Food,Online,M,11/5/2015,946523082,12/15/2015,6069,255.28,159.42,1549294.32,967519.98,581774.34
Sub-Saharan Africa,Ethiopia,Beverages,Offline,C,10/23/2013,752965009,12/12/2013,7933,47.45,31.79,376420.85,252190.07,124230.78
Middle East and North Africa,Tunisia ,Cosmetics,Online,C,2/10/2012,679775893,2/10/2012,9648,437.20,263.33,4218105.60,2540607.84,1677497.76
Central America and the Caribbean,Panama,Meat,Online,H,10/15/2010,259817063,11/28/2010,4498,421.89,364.69,1897661.22,1640375.62,257285.60
Europe,Liechtenstein,Baby Food,Offline,M,10/1/2014,896262347,10/22/2014,2800,255.28,159.42,714784.00,446376.00,268408.00
Australia and Oceania,Palau,Vegetables,Online,C,10/22/2014,912598073,11/29/2014,6905,154.06,90.93,1063784.30,627871.65,435912.65
Asia,Sri Lanka,Office Supplies,Offline,H,3/17/2014,502623069,4/21/2014,6190,651.21,524.96,4030989.90,3249502.40,781487.50
North America,Canada,Clothes,Offline,H,4/5/2017,380448663,4/24/2017,2069,109.28,35.84,226100.32,74152.96,151947.36
Europe,Bosnia and Herzegovina,Cosmetics,Offline,C,5/26/2010,430498683,6/30/2010,2982,437.20,263.33,1303730.40,785250.06,518480.34
Europe,Latvia,Cereal,Offline,C,6/6/2011,157509458,7/16/2011,9404,205.70,117.11,1934402.80,1101302.44,833100.36
Middle East and North Africa,Azerbaijan,Beverages,Offline,H,9/13/2012,936529815,10/13/2012,8839,47.45,31.79,419410.55,280991.81,138418.74
Sub-Saharan Africa,Sao Tome and Principe,Cereal,Offline,M,3/19/2015,162921082,4/1/2015,824,205.70,117.11,169496.80,96498.64,72998.16
Asia,Philippines,Snacks,Offline,C,3/27/2017,702357089,5/5/2017,1925,152.58,97.44,293716.50,187572.00,106144.50
Europe,Netherlands,Office Supplies,Online,C,7/15/2010,540824162,7/30/2010,743,651.21,524.96,483849.03,390045.28,93803.75
Sub-Saharan Africa,Mali,Baby Food,Online,C,6/13/2014,434621131,7/27/2014,2906,255.28,159.42,741843.68,463274.52,278569.16
Australia and Oceania,Tuvalu,Personal Care,Online,M,7/6/2011,760359323,8/9/2011,6075,81.73,56.67,496509.75,344270.25,152239.50
Middle East and North Africa,Lebanon,Cosmetics,Offline,L,10/29/2011,164962565,12/7/2011,4944,437.20,263.33,2161516.80,1301903.52,859613.28
Europe,Vatican City,Household,Offline,C,6/3/2011,515667188,6/24/2011,6235,668.27,502.54,4166663.45,3133336.90,1033326.55
Europe,Poland,Beverages,Offline,C,3/3/2011,150022017,4/5/2011,3704,47.45,31.79,175754.80,117750.16,58004.64
Europe,Greece,Meat,Offline,C,1/6/2013,625888383,2/15/2013,3136,421.89,364.69,1323047.04,1143667.84,179379.20
