Central America and the Caribbean,Honduras,Baby Food,Online,H,6/2/2010,358434808,7/5/2010,7680,255.28,159.42,1960550.40,1224345.60,736204.80
Europe,Norway,Cereal,Online,C,9/15/2010,110096156,10/9/2010,8754,205.70,117.11,1800697.80,1025180.94,775516.86
Australia and Oceania,Tuvalu,Snacks,Online,H,2/29/2016,509030759,4/11/2016,2368,152.58,97.44,361309.44,230737.92,130571.52
Asia,Philippines,Fruits,Offline,C,5/9/2015,680287444,5/16/2015,1027,9.33,6.92,9581.91,7106.84,2475.07
Europe,United Kingdom,Cereal,Offline,C,1/22/2013,269227540,1/27/2013,9267,205.70,117.11,1906221.90,1085258.37,820963.53
Europe,Latvia,Fruits,Online,C,5/6/2011,791524875,5/14/2011,8655,9.33,6.92,80751.15,59892.60,20858.55
Sub-Saharan Africa,The Gambia,Vegetables,Online,C,5/1/2013,683165776,5/2/2013,2790,154.06,90.93,429827.40,253694.70,176132.70
Asia,Cambodia,Cosmetics,Online,C,11/7/2011,250449073,11/16/2011,2301,437.20,263.33,1005997.20,605922.33,400074.87
Europe,Spain,Cereal,Offline,H,12/10/2015,319986093,12/28/2015,9850,205.70,117.11,2026145.00,1153533.50,872611.50
Sub-Saharan Africa,Tanzania,Clothes,Offline,C,10/10/2016,888700664,10/13/2016,5130,109.28,35.84,560606.40,183859.20,376747.20
Sub-Saharan Africa,Malawi,Office Supplies,Online,C,3/4/2014,673829114,3/9/2014,9864,651.21,524.96,6423535.44,5178205.44,1245330.00
Middle East and North Africa,Kuwait,Personal Care,Online,C,10/14/2012,262920272,12/3/2012,2806,81.73,56.67,229334.38,159016.02,70318.36
Australia and Oceania,New Zealand,Vegetables,Online,H,10/10/2010,763835465,11/6/2010,4743,154.06,90.93,730706.58,431280.99,299425.59
Europe,Georgia,Beverages,Offline,L,2/23/2011,654748523,3/11/2011,3493,47.45,31.79,165742.85,111042.47,54700.38
Europe,Vatican City,Vegetables,Online,H,5/25/2010,734145772,6/3/2010,8903,154.06,90.93,1371596.18,809549.79,562046.39
Asia,Indonesia,Clothes,Online,C,6/14/2017,970826041,7/20/2017,7854,109.28,35.84,858285.12,281487.36,576797.76
Europe,Bosnia and Herzegovina,Beverages,Offline,C,1/1/2012,953900659,2/11/2012,9258,47.45,31.79,439292.10,294311.82,144980.28
Middle East and North Africa,Egypt,Beverages,Online,L,6/18/2016,342793452,6/22/2016,9055,47.45,31.79,429659.75,287858.45,141801.30
Europe,France,Fruits,Online,L,6/12/2016,217240750,7/4/2016,5220,9.33,6.92,48702.60,36122.40,12580.20
Australia and Oceania,Kiribati,Snacks,Offline,C,7/24/2017,827291381,8/20/2017,2759,152.58,97.44,420968.22,268836.96,152131.26
Australia and Oceania,Federated States of Micronesia,Cosmetics,Online,L,5/4/2011,243306672,5/21/2011,8706,437.20,263.33,3806263.20,2292550.98,1513712.22
Sub-Saharan Africa,The Gambia,Beverages,Online,M,11/14/2016,205960452,12/9/2016,7130,47.45,31.79,338318.50,226662.70,111655.80
Sub-Saharan Africa,Angola,Office Supplies,Online,M,6/18/2016,276239049,6/19/2016,4128,651.21,524.96,2688194.88,2167034.88,521160.00
Europe,Croatia,Cereal,Online,L,5/30/2012,985441291,6/30/2012,2832,205.70,117.11,582542.40,331655.52,250886.88
Europe,Armenia,Fruits,Offline,M,8/24/2015,685178506,9/6/2015,8401,9.33,6.92,78381.33,58134.92,20246.41
Europe,Vatican City,Fruits,Online,H,8/30/2011,497374522,10/7/2011,3029,9.33,6.92,28260.57,20960.68,7299.89
Sub-Saharan Africa,South Sudan,Baby Food,Offline,L,4/24/2017,264265668,4/28/2017,939,255.28,159.42,239707.92,149695.38,90012.54
Central America and the Caribbean,Belize,Clothes,Offline,L,6/6/2016,798400771,6/10/2016,3385,109.28,35.84,369912.80,121318.40,248594.40
Sub-Saharan Africa,Djibouti,Office Supplies,Online,L,8/22/2016,732641160,9/30/2016,3655,651.21,524.96,2380172.55,1918728.80,461443.75
Sub-Saharan Africa,South Africa,Cereal,Offline,C,4/9/2015,570160663,5/29/2015,2065,205.70,117.11,424770.50,241832.15,182938.35
Europe,Liechtenstein,Fruits,Offline,M,9/15/2010,434445607,10/26/2010,964,9.33,6.92,8994.12,6670.88,2323.24
Asia,Sri Lanka,Cereal,Offline,M,10/7/2013,519294822,10/12/2013,9732,205.70,117.11,2001872.40,1139714.52,862157.88
Sub-Saharan Africa,Cameroon,Beverages,Online,H,8/13/2013,638819634,10/2/2013,9781,47.45,31.79,464108.45,310937.99,153170.46
Middle East and North Africa,Libya,Personal Care,Offline,L,11/2/2011,677443873,11/19/2011,9551,81.73,56.67,780603.23,541255.17,239348.06
Central America and the Caribbean,Saint Kitts and Nevis ,Meat,Offline,L,1/31/2011,139903867,2/16/2011,9518,421.89,364.69,4015549.02,3471119.42,544429.60
Europe,Finland,Cosmetics,Online,L,4/14/2011,401248443,5/27/2011,7186,437.20,263.33,3141719.20,1892289.38,1249429.82
Central America and the Caribbean,Barbados,Snacks,Online,M,6/7/2013,656838929,6/11/2013,2090,152.58,97.44,318892.20,203649.60,115242.60
Australia and Oceania,Marshall Islands,Cereal,Online,L,10/21/2015,172349154,10/21/2015,800,205.70,117.11,164560.00,93688.00,70872.00
Asia,Bangladesh,Clothes,Online,H,2/28/2010,533765447,4/9/2010,1912,109.28,35.84,208943.36,68526.08,140417.28
Sub-Saharan Africa,Botswana,Fruits,Online,L,11/4/2015,697386634,11/27/2015,1057,9.33,6.92,9861.81,7314.44,2547.37
Sub-Saharan Africa,Ghana,Personal Care,Online,C,5/19/2015,139824044,5/30/2015,5897,81.73,56.67,481961.81,334182.99,147778.82
Europe,Russia,Household,Online,L,4/24/2011,208001506,4/29/2011,1123,668.27,502.54,750467.21,564352.42,186114.79
Sub-Saharan Africa,Tanzania,Office Supplies,Online,H,10/20/2014,969155347,11/8/2014,3459,651.21,524.96,2252535.39,1815836.64,436698.75
Europe,Switzerland,Household,Offline,C,8/2/2011,760834395,8/6/2011,6660,668.27,502.54,4450678.20,3346916.40,1103761.80
Sub-Saharan Africa,Cape Verde,Cosmetics,Offline,H,3/6/2011,240899980,4/2/2011,6512,437.20,263.33,2847046.40,1714804.96,1132241.44
Middle East and North Africa,Morocco,Household,Online,C,10/17/2012,137525928,11/27/2012,5833,668.27,502.54,3898018.91,2931315.82,966703.09
Sub-Saharan Africa,Republic of the Congo,Personal Care,Offline,C,9/21/2016,799198567,10/2/2016,9471,81.73,56.67,774064.83,536721.57,237343.26
Middle East and North Africa,Turkey,Personal Care,Offline,M,12/14/2012,844716727,1/29/2013,9306,81.73,56.67,760579.38,527371.02,233208.36
Sub-Saharan Africa,The Gambia,Baby Food,Offline,L,4/5/2015,313191735,4/15/2015,9249,255.28,159.42,2361084.72,1474475.58,886609.14
Central America and the Caribbean,Barbados,Fruits,Offline,M,12/22/2011,214047420,1/5/2012,243,9.33,6.92,2267.19,1681.56,585.63
Sub-Saharan Africa,South Sudan,Meat,Online,H,3/20/2015,277020108,4/14/2015,5261,421.89,364.69,2219563.29,1918634.09,300929.20
Europe,Croatia,Cosmetics,Online,C,8/29/2011,302158629,9/1/2011,4308,437.20,263.33,1883457.60,1134425.64,749031.96
Europe,Hungary,Cosmetics,Online,H,10/8/2011,609824311,10/27/2011,9420,437.20,263.33,4118424.00,2480568.60,1637855.40
Australia and Oceania,Kiribati,Personal Care,Offline,C,9/17/2015,690690982,10/20/2015,9665,81.73,56.67,789920.45,547715.55,242204.90
Sub-Saharan Africa,Liberia,Office Supplies,Online,C,2/20/2017,555744969,3/10/2017,6141,651.21,524.96,3999080.61,3223779.36,775301.25
Asia,Philippines,Household,Online,C,7/27/2014,286285102,9/1/2014,6978,668.27,502.54,4663188.06,3506724.12,1156463.94
Australia and Oceania,Fiji,Beverages,Offline,L,2/22/2015,483922708,3/4/2015,2338,47.45,31.79,110938.10,74325.02,36613.08
Sub-Saharan Africa,Equatorial Guinea,Baby Food,Offline,L,9/21/2015,920581614,9/26/2015,9412,255.28,159.42,2402695.36,1500461.04,902234.32
Sub-Saharan Africa,Sao Tome and Principe,Personal Care,Offline,H,3/20/2014,988498151,5/7/2014,7424,81.73,56.67,606763.52,420718.08,186045.44
Asia,Brunei,Fruits,Offline,C,5/25/2013,150221145,5/25/2013,2630,9.33,6.92,24537.90,18199.60,6338.30
Sub-Saharan Africa,Sao Tome and Principe,Meat,Online,M,2/6/2017,188611924,3/21/2017,3315,421.89,364.69,1398565.35,1208947.35,189618.00
Europe,Greece,Household,Online,C,4/19/2011,256844317,5/29/2011,4796,668.27,502.54,3205022.92,2410181.84,794841.08
Europe,Russia,Cosmetics,Offline,M,4/21/2013,928404653,5/13/2013,4423,437.20,263.33,1933735.60,1164708.59,769027.01
Europe,Portugal,Fruits,Offline,M,1/3/2015,147091758,1/8/2015,6575,9.33,6.92,61344.75,45499.00,15845.75
Europe,Vatican City,Cereal,Offline,M,12/6/2016,877016961,12/29/2016,7663,205.70,117.11,1576279.10,897413.93,678865.17
Middle East and North Africa,Saudi Arabia,Snacks,Online,M,11/14/2016,752604091,12/28/2016,1130,152.58,97.44,172415.40,110107.20,62308.20
Asia,Kyrgyzstan,Office Supplies,Offline,H,9/11/2013,628589475,10/30/2013,2449,651.21,524.96,1594813.29,1285627.04,309186.25
Sub-Saharan Africa,Senegal,Snacks,Offline,H,2/13/2011,530021941,2/22/2011,4126,152.58,97.44,629545.08,402037.44,227507.64
Europe,Hungary,Baby Food,Online,M,12/3/2013,102262818,12/13/2013,695,255.28,159.42,177419.60,110796.90,66622.70
Sub-Saharan Africa,Ethiopia,Household,Online,H,8/4/2016,860985934,8/28/2016,3726,668.27,502.54,2489974.02,1872464.04,617509.98
Asia,Cambodia,Meat,Offline,L,9/6/2014,342177617,10/11/2014,6816,421.89,364.69,2875602.24,2485727.04,389875.20
Central America and the Caribbean,Dominican Republic,Fruits,Online,H,3/1/2016,652136695,3/20/2016,595,9.33,6.92,5551.35,4117.40,1433.95
Sub-Saharan Africa,Liberia,Vegetables,Offline,C,12/9/2014,817474496,12/20/2014,7724,154.06,90.93,1189959.44,702343.32,487616.12
Europe,Croatia,Vegetables,Offline,M,4/27/2017,835114848,6/5/2017,7897,154.06,90.93,1216611.82,718074.21,498537.61
Sub-Saharan Africa,Gabon,Household,Offline,C,7/21/2015,322294080,8/30/2015,2835,668.27,502.54,1894545.45,1424700.90,469844.55
Asia,Myanmar,Personal Care,Online,L,4/17/2014,766561019,5/29/2014,1295,81.73,56.67,105840.35,73387.65,32452.70
Middle East and North Africa,Kuwait,Vegetables,Online,L,9/12/2011,575776994,10/17/2011,4062,154.06,90.93,625791.72,369357.66,256434.06
Europe,Estonia,Cosmetics,Offline,C,10/10/2010,928115832,11/26/2010,8954,437.20,263.33,3914688.80,2357856.82,1556831.98
Sub-Saharan Africa,Botswana,Cereal,Online,C,8/5/2015,822063863,8/26/2015,5820,205.70,117.11,1197174.00,681580.20,515593.80
Sub-Saharan Africa,Eritrea,Cosmetics,Offline,L,5/11/2012,226419913,6/17/2012,1539,437.20,263.33,672850.80,405264.87,267585.93
Australia and Oceania,Solomon Islands,Vegetables,Offline,M,1/23/2011,530295312,3/2/2011,5022,154.06,90.93,773689.32,456650.46,317038.86
Middle East and North Africa,Pakistan,Office Supplies,Offline,C,5/22/2011,493113887,5/27/2011,2212,651.21,524.96,1440476.52,1161211.52,279265.00
Middle East and North Africa,Iraq,Cereal,Offline,C,2/6/2014,294611966,3/14/2014,1083,205.70,117.11,222773.10,126830.13,95942.97
Australia and Oceania,New Zealand,Fruits,Online,C,3/27/2017,184838378,4/7/2017,6638,9.33,6.92,61932.54,45934.96,15997.58
Central America and the Caribbean,Barbados,Office Supplies,Online,L,4/26/2012,934154450,5/24/2012,5916,651.21,524.96,3852558.36,3105663.36,746895.00
Europe,Ireland,Cereal,Offline,M,11/17/2010,683234012,12/9/2010,2982,205.70,117.11,613397.40,349222.02,264175.38
Sub-Saharan Africa,Burundi,Snacks,Offline,M,5/12/2010,793063390,6/23/2010,3936,152.58,97.44,600554.88,383523.84,217031.04
Middle East and North Africa,Algeria,Baby Food,Offline,L,1/21/2013,894941413,2/12/2013,1907,255.28,159.42,486818.96,304013.94,182805.02
Europe,Finland,Snacks,Offline,M,10/6/2014,240479409,10/20/2014,2056,152.58,97.44,313704.48,200336.64,113367.84
Middle East and North Africa,Morocco,Household,Online,M,2/10/2016,851601207,2/15/2016,6576,668.27,502.54,4394543.52,3304703.04,1089840.48
Central America and the Caribbean,Dominican Republic,Meat,Offline,H,3/28/2011,770543134,5/14/2011,9691,421.89,364.69,4088535.99,3534210.79,554325.20
Sub-Saharan Africa,Cote d'Ivoire,Personal Care,Online,H,4/8/2014,809854018,5/7/2014,2656,81.73,56.67,217074.88,150515.52,66559.36
Sub-Saharan Africa,Djibouti,Snacks,Online,M,2/9/2010,502395188,2/12/2010,8755,152.58,97.44,1335837.90,853087.20,482750.70
Asia,Thailand,Cosmetics,Online,L,3/25/2011,351340472,4/6/2011,8308,437.20,263.33,3632257.60,2187745.64,1444511.96
Europe,Bulgaria,Vegetables,Online,L,1/8/2016,480176198,1/17/2016,3662,154.06,90.93,564167.72,332985.66,231182.06
Asia,Mongolia,Vegetables,Offline,C,7/31/2012,182701194,9/7/2012,4198,154.06,90.93,646743.88,381724.14,265019.74
Asia,Turkmenistan,Personal Care,Online,C,10/16/2012,173026788,10/19/2012,1326,81.73,56.67,108373.98,75144.42,33229.56
Europe,Vatican City,Snacks,Offline,C,9/1/2010,335576808,9/1/2010,3490,152.58,97.44,532504.20,340065.60,192438.60
Middle East and North Africa,Somalia,Personal Care,Online,H,6/5/2016,175087583,7/12/2016,1161,81.73,56.67,94888.53,65793.87,29094.66
Central America and the Caribbean,Panama,Vegetables,Offline,M,11/10/2014,166607940,11/18/2014,1847,154.06,90.93,284548.82,167947.71,116601.11
Australia and Oceania,Federated States of Micronesia,Vegetables,Offline,C,7/13/2014,405499207,8/5/2014,5081,154.06,90.93,782778.86,462015.33,320763.53
Sub-Saharan Africa,Mozambique,Baby Food,Online,M,9/18/2013,157435214,10/17/2013,7433,255.28,159.42,1897496.24,1184968.86,712527.38
Sub-Saharan Africa,Madagascar,Meat,Offline,M,10/1/2011,108402287,11/8/2011,7501,421.89,364.69,3164596.89,2735539.69,429057.20
Sub-Saharan Africa,Kenya,Beverages,Online,L,10/27/2012,114699256,12/13/2012,914,47.45,31.79,43369.30,29056.06,14313.24
Central America and the Caribbean,Dominica,Vegetables,Offline,M,8/13/2014,552937448,9/1/2014,5333,154.06,90.93,821601.98,484929.69,336672.29
Europe,Malta,Snacks,Offline,L,2/3/2012,970040690,2/7/2012,5452,152.58,97.44,831866.16,531242.88,300623.28
Europe,Iceland,Cosmetics,Offline,C,6/2/2016,533245313,6/20/2016,7993,437.20,263.33,3494539.60,2104796.69,1389742.91
Australia and Oceania,Fiji,Vegetables,Offline,H,4/30/2013,280100142,5/11/2013,6711,154.06,90.93,1033896.66,610231.23,423665.43
Europe,Portugal,Snacks,Offline,H,5/2/2012,868466508,6/21/2012,7394,152.58,97.44,1128176.52,720471.36,407705.16
Sub-Saharan Africa,Cote d'Ivoire,Personal Care,Online,L,8/28/2012,326518237,10/3/2012,2857,81.73,56.67,233502.61,161906.19,71596.42
Europe,Kosovo,Beverages,Offline,M,8/1/2014,802741658,9/8/2014,7950,47.45,31.79,377227.50,252730.50,124497.00
Europe,Slovenia,Household,Offline,L,9/3/2015,915935599,9/13/2015,4553,668.27,502.54,3042633.31,2288064.62,754568.69
Australia and Oceania,Papua New Guinea,Beverages,Offline,L,7/21/2014,705211389,8/12/2014,6576,47.45,31.79,312031.20,209051.04,102980.16
Middle East and North Africa,Afghanistan,Vegetables,Offline,H,9/15/2014,279992854,10/14/2014,4962,154.06,90.93,764445.72,451194.66,313251.06
Middle East and North Africa,Syria,Beverages,Online,C,2/7/2013,270016324,2/9/2013,2685,47.45,31.79,127403.25,85356.15,42047.10
Sub-Saharan Africa,South Africa,Cosmetics,Online,L,7/27/2011,475330626,7/27/2011,9750,437.20,263.33,4262700.00,2567467.50,1695232.50
Europe,United Kingdom,Beverages,Offline,C,12/26/2012,316297090,2/9/2013,8192,47.45,31.79,388710.40,260423.68,128286.72
Asia,Myanmar,Office Supplies,Online,L,7/11/2017,183589541,8/24/2017,7080,651.21,524.96,4610566.80,3716716.80,893850.00
Europe,France,Meat,Offline,M,4/10/2011,988194310,5/2/2011,7511,421.89,364.69,3168815.79,2739186.59,429629.20
Europe,Russia,Cereal,Offline,L,6/15/2015,111410224,7/27/2015,7616,205.70,117.11,1566611.20,891909.76,674701.44
Europe,United Kingdom,Baby Food,Online,M,7/1/2014,854848611,7/26/2014,7555,255.28,159.42,1928640.40,1204418.10,724222.30
Australia and Oceania,Nauru,Baby Food,Offline,L,10/31/2012,290433299,12/7/2012,4522,255.28,159.42,1154376.16,720897.24,433478.92
Asia,Philippines,Household,Online,M,12/14/2015,510400617,12/17/2015,7740,668.27,502.54,5172409.80,3889659.60,1282750.20
Sub-Saharan Africa,Central African Republic,Household,Online,H,6/22/2011,977299392,7/31/2011,3463,668.27,502.54,2314219.01,1740296.02,573922.99
Europe,Ireland,Office Supplies,Offline,C,10/22/2010,773990952,11/12/2010,9977,651.21,524.96,6497122.17,5237525.92,1259596.25
Middle East and North Africa,Afghanistan,Office Supplies,Online,M,1/24/2015,853649127,2/10/2015,2602,651.21,524.96,1694448.42,1365945.92,328502.50
Sub-Saharan Africa,Zambia,Snacks,Offline,H,4/14/2011,889760243,4/18/2011,8683,152.58,97.44,1324852.14,846071.52,478780.62
Australia and Oceania,Papua New Guinea,Cosmetics,Online,M,1/22/2014,626123130,1/24/2014,2603,437.20,263.33,1138031.60,685447.99,452583.61
Europe,Spain,Vegetables,Offline,C,5/5/2016,326849114,6/16/2016,771,154.06,90.93,118780.26,70107.03,48673.23
Asia,Mongolia,Clothes,Offline,H,12/9/2015,326362025,1/19/2016,6631,109.28,35.84,724635.68,237655.04,486980.64
Middle East and North Africa,Jordan,Cosmetics,Offline,M,9/15/2011,579398190,10/18/2011,5655,437.20,263.33,2472366.00,1489131.15,983234.85
Sub-Saharan Africa,Botswana,Household,Online,L,12/7/2014,211006438,1/15/2015,349,668.27,502.54,233226.23,175386.46,57839.77
Europe,Austria,Cereal,Offline,L,4/5/2015,666548097,5/18/2015,5249,205.70,117.11,1079719.30,614710.39,465008.91
Middle East and North Africa,Bahrain,Fruits,Online,L,9/28/2014,761696994,10/15/2014,1922,9.33,6.92,17932.26,13300.24,4632.02
Europe,Estonia,Clothes,Offline,L,7/3/2016,732439458,8/19/2016,3967,109.28,35.84,433513.76,142177.28,291336.48
Middle East and North Africa,Qatar,Meat,Online,L,5/20/2013,885074317,5/26/2013,2014,421.89,364.69,849686.46,734485.66,115200.80
Middle East and North Africa,Afghanistan,Clothes,Offline,C,5/30/2014,246212899,7/2/2014,8723,109.28,35.84,953249.44,312632.32,640617.12
Sub-Saharan Africa,Madagascar,Cosmetics,Online,C,10/7/2010,612779033,10/9/2010,3788,437.20,263.33,1656113.60,997494.04,658619.56
Sub-Saharan Africa,Ghana,Baby Food,Online,H,5/28/2017,702009046,5/31/2017,8932,255.28,159.42,2280160.96,1423939.44,856221.52
Asia,Japan,Snacks,Offline,L,4/9/2016,201451766,4/21/2016,2909,152.58,97.44,443855.22,283452.96,160402.26
Europe,Slovakia,Personal Care,Offline,H,2/3/2013,218968522,2/24/2013,6506,81.73,56.67,531735.38,368695.02,163040.36
Europe,Italy,Household,Online,H,11/16/2010,132733142,11/22/2010,7541,668.27,502.54,5039424.07,3789654.14,1249769.93
Sub-Saharan Africa,South Sudan,Cereal,Online,H,9/9/2013,741231954,9/20/2013,5862,205.70,117.11,1205813.40,686498.82,519314.58
Europe,Switzerland,Snacks,Offline,L,4/26/2015,213263785,5/11/2015,8348,152.58,97.44,1273737.84,813429.12,460308.72
Sub-Saharan Africa,Democratic Republic of the Congo,Snacks,Offline,H,8/4/2010,837939965,8/17/2010,3911,152.58,97.44,596740.38,381087.84,215652.54
Europe,Estonia,Cereal,Offline,M,5/11/2014,474684321,6/15/2014,8494,205.70,117.11,1747215.80,994732.34,752483.46
Asia,Maldives,Cereal,Offline,M,3/24/2012,203233182,4/20/2012,70,205.70,117.11,14399.00,8197.70,6201.30
Asia,Kazakhstan,Snacks,Online,M,5/19/2017,273635375,6/11/2017,3643,152.58,97.44,555848.94,354973.92,200875.02
